timestamp,open,high,low,close,volume
2025-11-14 00:00:00,99943.16,99943.16,98758.69,99164.86,1.89747
2025-11-14 04:00:00,99164.68,99274.05,96064.55,97305.48,7.31339
2025-11-14 08:00:00,97249.81,97580.28,95848.52,96237.91,1.17989
2025-11-14 12:00:00,96095.38,97260.65,94647.07,96681.04,4.16386
2025-11-14 16:00:00,97048.36,97428.43,94904.21,95522.16,7.20713
2025-11-14 20:00:00,95837.81,95938.98,94106.25,94740.41,3.35408
2025-11-15 00:00:00,94395.35,96763.37,94395.35,96445.76,1.13298
2025-11-15 04:00:00,96445.54,96568.32,95939.04,96365.21,0.90432
2025-11-15 08:00:00,96082.16,96380.44,95673.09,95673.09,0.38346
2025-11-15 12:00:00,95636.58,96512.94,95544.68,96439.13,0.80532
2025-11-15 16:00:00,96437.16,96438.62,95698.32,96156.85,0.71786
2025-11-15 20:00:00,96156.3,96156.3,95200.0,95519.21,0.59911
2025-11-16 00:00:00,95530.85,95983.28,94969.48,95903.38,0.85525
2025-11-16 04:00:00,95860.15,96185.96,95602.77,96173.57,0.32712
2025-11-16 08:00:00,96186.21,96715.83,95630.64,95630.64,0.32047
2025-11-16 12:00:00,95799.98,96022.73,94499.44,94773.08,2.45769
2025-11-16 16:00:00,94773.25,95529.47,93854.38,94288.16,2.53234
2025-11-16 20:00:00,94276.89,94796.65,93000.01,94299.99,2.32302
2025-11-17 00:00:00,94290.56,95530.43,93831.63,95217.82,1.22283
2025-11-17 04:00:00,95526.44,95848.36,94878.4,95847.13,0.55144
2025-11-17 08:00:00,95839.01,95948.9,95276.95,95341.67,0.367
2025-11-17 12:00:00,95680.56,95948.96,93582.41,94181.03,4.45298
2025-11-17 16:00:00,94000.0,94373.92,91647.35,91933.46,8.44922
2025-11-17 20:00:00,91933.41,92449.23,91325.11,92271.38,6.11726
2025-11-18 00:00:00,92015.16,92345.5,89489.6,90876.36,15.55922
2025-11-18 04:00:00,90597.97,90874.44,89365.82,90528.03,2.72329
2025-11-18 08:00:00,90525.35,91587.13,90479.23,91327.5,0.90626
2025-11-18 12:00:00,91566.2,92999.99,90987.51,92979.78,2.43383
2025-11-18 16:00:00,92949.71,93790.0,92555.25,93024.28,3.2087
2025-11-18 20:00:00,93261.87,93455.08,92469.29,92944.17,3.68599
2025-11-19 00:00:00,92730.02,92939.17,91726.03,91964.44,1.42814
2025-11-19 04:00:00,92102.12,92102.12,90000.03,91969.6,2.80311
2025-11-19 08:00:00,91964.96,91964.96,91144.65,91582.09,0.3527
2025-11-19 12:00:00,91575.47,92360.9,89915.86,90147.98,1.10181
2025-11-19 16:00:00,90148.31,90362.3,88677.12,88840.51,6.30572
2025-11-19 20:00:00,88840.67,91524.86,88622.68,91240.41,4.84268
